Age Group,Age Group Name,Date,Expanded,Expanded by year,Frequency,Indicator,Indicator Name,Location,Location_Name,Location Name (copy),Location RegionId,Measure,Measure Name,Measure Unit,Units,% Uninsured,Scale
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,90.9,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,91.2,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,90.9,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,90.6,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,93.1,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,94,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,95.1,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,94.5,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,94.7,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,94.1,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,78.4,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,76.2,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,74,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,73.1,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,72,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,70.7,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,71.2,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,71.9,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,71.9,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,71.4,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,71,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,69.4,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,69,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,66.4,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,64.5,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,63.7,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,62.9,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,61,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,60.5,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,60.7,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,60.4,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,60.1,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,60.3,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,59.2,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,14.5,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,13.6,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,13,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12.5,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12.2,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,11.6,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12.3,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12.9,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,13.2,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,13.3,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12.8,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA33,Direct Purchase,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.2,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.1,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.2,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.3,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.3,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.4,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.3,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.2,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.3,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.3,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.3,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA38,Tricare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.4,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,25.1,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,26.4,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,28.4,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,29.5,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,30.4,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,31.2,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,33.2,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,33.5,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,35,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,35.2,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,35.8,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA44,Government Health Insurance,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,37.1,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,12.6,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,13.6,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,15.1,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,16.3,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,17,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,17.3,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,19.2,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,19.6,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,20.5,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,20.5,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,20.6,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA49,Medicaid,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,21.8,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,14.5,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,14.6,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,15.2,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,15.4,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,15.8,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,16.2,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,16.4,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,16.7,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,17.2,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,17.8,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,18,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA54,Medicare,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,18.4,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.8,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.7,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.7,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.7,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.8,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.7,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.6,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.5,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.5,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.5,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.6,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA59,VA Care,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,1.6,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,8.8,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,8.8,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,9.1,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,8.8,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,9.1,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,9.4,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,6.9,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,6,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,4.9,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,5.5,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,5.3,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA12,Uninsured,US_CT,Connecticut,Connecticut,US_CT,M.13,Percent,%,%,5.9,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA11,Health Insurance Coverage Status,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,100,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,90,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,89.8,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,90.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,90.6,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,91.2,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,90.9,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,92.2,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,94.1,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,94.3,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,94.6,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,94.3,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA17,Covered by Private or Government Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,93.4,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,74.8,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,72.4,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,70.9,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,70.3,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,70.5,1
KN.A1,All Age Group,1/1/2013,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,69.9,1
KN.A1,All Age Group,1/1/2014,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,71.1,1
KN.A1,All Age Group,1/1/2015,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,71.3,1
KN.A1,All Age Group,1/1/2016,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,71.4,1
KN.A1,All Age Group,1/1/2017,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,73.6,1
KN.A1,All Age Group,1/1/2018,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,70.6,1
KN.A1,All Age Group,1/1/2019,Expanded,Expanded 2014,A,KN.VA23,Private Health Insurance,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,70.9,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,66.2,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_DE,Delaware,Delaware,US_DE,M.13,Percent,%,%,64.3,1
